assembly_accession;bioproject;biosample;wgs_master;excluded_from_refseq;refseq_category;relation_to_type_material;taxid;species_taxid;organism_name;infraspecific_name;isolate;version_status;assembly_level;release_type;genome_rep;seq_rel_date;asm_name;submitter;gbrs_paired_asm;paired_asm_comp;ftp_path;filename;Completeness;;Contamination;directory;contigs_file;proteins_file;genes_file;Size;GC;New_Genus;New_Species;Strain;TypeSpecies
GCA_003211035.1;PRJNA445865;SAMN08886616;QCTT00000000.1;derived from single cell;na;;2161949;2161949;Synechococcus sp. AG-676-A03;;AG-676-A03;latest;Contig;Major;Full;2018/06/12;ASM321103v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/211/035/GCA_003211035.1_ASM321103v1;GCA_003211035.1_ASM321103v1;16.81;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003211035.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003211035.1_ASM321103v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003211035.1_ASM321103v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003211035.1_ASM321103v1_genomic_prodigal_genes.fna;0.454271;0.5657195814832996;;;AG-676-A03;
GCA_003208915.1;PRJNA445865;SAMN08886633;QCUK00000000.1;derived from single cell;na;;2161953;2161953;Synechococcus sp. AG-679-B21;;AG-679-B21;latest;Contig;Major;Full;2018/06/12;ASM320891v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/915/GCA_003208915.1_ASM320891v1;GCA_003208915.1_ASM320891v1;35.43;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208915.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208915.1_ASM320891v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208915.1_ASM320891v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208915.1_ASM320891v1_genomic_prodigal_genes.fna;1.025533;0.5499588994210816;;;AG-679-B21;
GCA_003210565.1;PRJNA445865;SAMN08886647;QCUY00000000.1;derived from single cell;na;;2161955;2161955;Synechococcus sp. AG-683-A02;;AG-683-A02;latest;Contig;Major;Full;2018/06/12;ASM321056v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/565/GCA_003210565.1_ASM321056v1;GCA_003210565.1_ASM321056v1;25.12;;0.54;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210565.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210565.1_ASM321056v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210565.1_ASM321056v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210565.1_ASM321056v1_genomic_prodigal_genes.fna;0.696769;0.5207306869278053;;;AG-683-A02;
GCA_003210535.1;PRJNA445865;SAMN08886649;QCVA00000000.1;derived from single cell;na;;2161957;2161957;Synechococcus sp. AG-683-A22;;AG-683-A22;latest;Contig;Major;Full;2018/06/12;ASM321053v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/535/GCA_003210535.1_ASM321053v1;GCA_003210535.1_ASM321053v1;41.12;;0.3;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210535.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210535.1_ASM321053v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210535.1_ASM321053v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210535.1_ASM321053v1_genomic_prodigal_genes.fna;1.031668;0.5211734782895272;;;AG-683-A22;
GCA_003210495.1;PRJNA445865;SAMN08886653;QCVE00000000.1;derived from single cell;na;;2161959;2161959;Synechococcus sp. AG-683-F20;;AG-683-F20;latest;Contig;Major;Full;2018/06/12;ASM321049v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/495/GCA_003210495.1_ASM321049v1;GCA_003210495.1_ASM321049v1;33.06;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210495.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210495.1_ASM321049v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210495.1_ASM321049v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210495.1_ASM321049v1_genomic_prodigal_genes.fna;0.972807;0.5565615790182431;;;AG-683-F20;
GCA_003208815.1;PRJNA445865;SAMN08886650;QCVB00000000.1;derived from single cell;na;;2161969;2161969;Synechococcus sp. AG-683-B03;;AG-683-B03;latest;Contig;Major;Full;2018/06/12;ASM320881v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/815/GCA_003208815.1_ASM320881v1;GCA_003208815.1_ASM320881v1;44.47;;0.82;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208815.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208815.1_ASM320881v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208815.1_ASM320881v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208815.1_ASM320881v1_genomic_prodigal_genes.fna;1.109525;0.5196899574142088;;;AG-683-B03;
GCA_003210385.1;PRJNA445865;SAMN08886660;QCVL00000000.1;derived from single cell;na;;2161972;2161972;Synechococcus sp. AG-686-A05;;AG-686-A05;latest;Contig;Major;Full;2018/06/12;ASM321038v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/385/GCA_003210385.1_ASM321038v1;GCA_003210385.1_ASM321038v1;12.09;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210385.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210385.1_ASM321038v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210385.1_ASM321038v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210385.1_ASM321038v1_genomic_prodigal_genes.fna;0.269552;0.5450414020300349;;;AG-686-A05;
GCA_003210345.1;PRJNA445865;SAMN08886662;QCVN00000000.1;derived from single cell;na;;2161973;2161973;Synechococcus sp. AG-686-C21;;AG-686-C21;latest;Contig;Major;Full;2018/06/12;ASM321034v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/345/GCA_003210345.1_ASM321034v1;GCA_003210345.1_ASM321034v1;44.57;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210345.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210345.1_ASM321034v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210345.1_ASM321034v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210345.1_ASM321034v1_genomic_prodigal_genes.fna;1.0539690000000002;0.5288523666255839;;;AG-686-C21;
GCA_003208755.1;PRJNA445865;SAMN08886663;QCVO00000000.1;derived from single cell;na;;2161974;2161974;Synechococcus sp. AG-686-C23;;AG-686-C23;latest;Contig;Major;Full;2018/06/12;ASM320875v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/755/GCA_003208755.1_ASM320875v1;GCA_003208755.1_ASM320875v1;22.55;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003208755.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003208755.1_ASM320875v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003208755.1_ASM320875v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003208755.1_ASM320875v1_genomic_prodigal_genes.fna;0.569328;0.5363024477981059;;;AG-686-C23;
GCA_003210335.1;PRJNA445865;SAMN08886664;QCVP00000000.1;derived from single cell;na;;2161975;2161975;Synechococcus sp. AG-686-D09;;AG-686-D09;latest;Contig;Major;Full;2018/06/12;ASM321033v1;Massachusetts Institute of Technology;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/335/GCA_003210335.1_ASM321033v1;GCA_003210335.1_ASM321033v1;21.06;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_003210335.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_003210335.1_ASM321033v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_003210335.1_ASM321033v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_003210335.1_ASM321033v1_genomic_prodigal_genes.fna;0.7863;0.5125753529187334;;;AG-686-D09;
GCA_007571215.1;PRJNA488959;SAMN10273078;RKRW00000000.1;derived from metagenome;na;;2479221;2479221;Synechococcus sp. PNGco_C_binVS15;;PNGco_C_binVS15;latest;Contig;Major;Full;2019/07/29;ASM757121v1;Australian Institute of Marine Science;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/571/215/GCA_007571215.1_ASM757121v1;GCA_007571215.1_ASM757121v1;93.34;;0.68;/home/vini/data/prosyn/./genbank/bacteria/GCA_007571215.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_007571215.1_ASM757121v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_007571215.1_ASM757121v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_007571215.1_ASM757121v1_genomic_prodigal_genes.fna;1.776675;0.5701543613772918;;;;
GCA_007571085.1;PRJNA488959;SAMN10273084;RKSC00000000.1;derived from metagenome;na;;2479222;2479222;Synechococcus sp. PNGco_S_binSS4;;PNGco_S_binSS4;latest;Contig;Major;Full;2019/07/29;ASM757108v1;Australian Institute of Marine Science;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/571/085/GCA_007571085.1_ASM757108v1;GCA_007571085.1_ASM757108v1;92.26;;0.36;/home/vini/data/prosyn/./genbank/bacteria/GCA_007571085.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_007571085.1_ASM757108v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_007571085.1_ASM757108v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_007571085.1_ASM757108v1_genomic_prodigal_genes.fna;1.679809;0.572753211823487;;;;
GCA_008807075.1;PRJNA518028;SAMN10850838;;;na;;2511069;2511069;Synechococcus sp. RSCCF101;strain=RSCCF101;;latest;Complete Genome;Major;Full;2019/10/03;ASM880707v1;King Abdullah University of Science and Technology;GCF_008807075.1;identical;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/807/075/GCA_008807075.1_ASM880707v1;GCA_008807075.1_ASM880707v1;98.91;;1.63;/home/vini/data/prosyn/./genbank/bacteria/GCA_008807075.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_008807075.1_ASM880707v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_008807075.1_ASM880707v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_008807075.1_ASM880707v1_genomic_prodigal_genes.fna;2.984853;0.6798140477939785;;;;
GCA_004211895.1;PRJNA352798;SAMN10841305;SHBT00000000.1;derived from metagenome;na;;2518987;2518987;Synechococcus sp. MED-G134;;MED-G134;latest;Contig;Major;Full;2019/02/19;ASM421189v1;Universidad Miguel Hernandez;na;na;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/211/895/GCA_004211895.1_ASM421189v1;GCA_004211895.1_ASM421189v1;43.58;;0.0;/home/vini/data/prosyn/./genbank/bacteria/GCA_004211895.1;/home/vini/data/prosyn/processing/genomic_fna/GCA_004211895.1_ASM421189v1_genomic.fna;/home/vini/data/prosyn/processing/prodigal/proteins/GCA_004211895.1_ASM421189v1_genomic_prodigal_proteins.faa;/home/vini/data/prosyn/processing/prodigal/genes/GCA_004211895.1_ASM421189v1_genomic_prodigal_genes.fna;0.7967;0.6195832810342663;;;MED-G134;
